index,delay_sec,size_bytes,recv_timestamp,sent_timestamp,topic
29,0.1275935173034668,99,1748877269.624942,1748877269.4973485,synth_9
30,0.17271184921264648,85,1748877270.298023,1748877270.1253111,synth_0
31,0.16553115844726562,98,1748877270.9627292,1748877270.797198,synth_1
32,0.12755966186523438,85,1748877271.5903292,1748877271.4627695,synth_2
33,0.12773656845092773,97,1748877272.2181365,1748877272.0904,synth_3
34,0.17165112495422363,91,1748877272.8896174,1748877272.7179663,synth_4
35,0.16522979736328125,79,1748877273.5544631,1748877273.3892334,synth_5
36,0.1666889190673828,100,1748877274.2212074,1748877274.0545185,synth_6
37,0.16629600524902344,77,1748877274.8876503,1748877274.7213542,synth_7
38,0.12775206565856934,92,1748877275.5155292,1748877275.387777,synth_8
39,0.12830829620361328,86,1748877276.1440358,1748877276.0157275,synth_9
40,0.1722579002380371,85,1748877276.815897,1748877276.643639,synth_0
41,0.16575384140014648,79,1748877277.4812531,1748877277.3154993,synth_1
42,0.12817001342773438,79,1748877278.1093683,1748877277.9811983,synth_2
43,0.1276845932006836,86,1748877278.737034,1748877278.6093495,synth_3
44,0.17200493812561035,93,1748877279.4094453,1748877279.2374403,synth_4
45,0.16608881950378418,91,1748877280.0753858,1748877279.909297,synth_5
46,0.16635537147521973,77,1748877280.7418113,1748877280.575456,synth_6
47,0.1658165454864502,76,1748877281.4077206,1748877281.241904,synth_7
48,0.12867164611816406,85,1748877282.0367792,1748877281.9081075,synth_8
49,0.12823700904846191,77,1748877282.6651835,1748877282.5369465,synth_9
50,0.17274689674377441,98,1748877283.3381393,1748877283.1653924,synth_0
51,0.16646623611450195,79,1748877284.0042436,1748877283.8377774,synth_1
52,0.12871241569519043,84,1748877284.6329722,1748877284.5042598,synth_2
53,0.12837576866149902,75,1748877285.2616558,1748877285.13328,synth_3
54,0.1731433868408203,100,1748877285.9349368,1748877285.7617934,synth_4
55,0.16572952270507812,86,1748877286.5999663,1748877286.4342368,synth_5
56,0.16608810424804688,86,1748877287.2663414,1748877287.1002533,synth_6
57,0.16595077514648438,86,1748877287.9325833,1748877287.7666326,synth_7
58,0.1282973289489746,78,1748877288.5611002,1748877288.432803,synth_8
59,0.1282963752746582,78,1748877289.1895223,1748877289.061226,synth_9
60,0.17274212837219238,78,1748877289.8623695,1748877289.6896274,synth_0
